7303 8 7 4 4 7 4 5 7
7312 5 5 2 4 4 5 5 5
7314 4 5 4 4 5 6 6 6
7315 0 0 0 0 0 2 3 4
7318 6 6 0 5 6 2 6 6
7319 4 7 0 0 8 4 5 3
7325 6 0 0 0 0 2 0 0
7326 0 4 0 0 4 4 4 0
7329 0 0 0 0 0 0 0 0
7330 6 5 3 0 3 4 4 6
7333 0 0 0 0 5 0 0 0
7335 8 7 2 0 8 0 4 4
7336 1 0 0 0 0 0 3 2
7337 5 0 0 0 0 0 0 0
7340 0 0 0 0 0 0 0 0
7341 6 0 0 0 0 0 0 0
7343 2 0 0 0 0 2 2 1
7345 6 0 0 2 4 2 0 0
7346 6 5 0 0 6 0 2 5
7348 6 6 0 0 4 5 2 4
7352 4 2 0 0 4 4 0 0
7356 0 4 0 0 0 5 4 4
7357 2 2 0 0 2 0 0 2
7358 2 5 1 0 6 6 6 6
7363 4 0 0 0 0 0 0 0
7364 3 3 0 0 0 0 4 3
7370 3 0 0 0 0 0 2 0
7373 0 3 0 0 6 4 4 4
7374 6 5 0 0 0 4 0 3
7375 6 3 0 0 0 0 3 5
7384 0 0 0 0 0 0 6 6
7385 4 4 4 0 4 3 4 4
7386 4 6 0 5 0 0 6 6
7391 2 0 0 0 4 3 4 4
7394 0 0 0 0 3 4 5 0
7399 0 0 0 0 0 0 0 0
7400 5 0 0 0 0 0 0 0
7401 5 4 4 0 0 0 4 5
7405 7 7 5 0 7 7 5 7
7407 4 0 2 4 0 0 0 0
7409 0 4 0 0 5 2 0 5
7414 2 5 0 0 0 0 5 5
7415 4 0 0 0 0 0 0 0
7418 0 2 0 0 6 0 2 2
7419 0 6 0 0 6 0 5 6
7421 6 7 6 6 7 6 3 4
7423 0 0 0 0 2 0 0 2
7424 0 0 0 0 0 0 0 0
7426 2 2 0 0 3 5 4 4
7430 2 0 2 2 4 2 2 4
7433 2 0 0 0 2 0 0 0
7435 0 0 0 0 0 0 0 0
7436 0 0 0 0 0 0 0 0
7438 2 0 0 0 0 3 2 0
7439 5 2 5 0 0 3 4 4
7440 2 0 2 0 6 0 0 0
7441 0 3 0 0 0 0 3 3
7444 4 0 0 0 0 0 0 2
7445 6 4 2 4 5 4 6 6
7447 3 6 0 0 4 6 6 6
7455 4 6 0 0 2 0 0 0
7458 2 0 0 0 1 2 1 1
7465 6 5 4 0 2 4 5 4
7466 5 4 0 4 3 5 4 4
7467 0 0 0 0 0 0 0 0
7468 2 0 0 0 0 2 4 4
7469 0 0 0 0 7 6 6 6
7470 7 6 0 0 6 2 6 6
7477 0 0 0 0 0 0 5 4
7479 0 0 0 0 0 2 0 0
7481 6 3 0 0 2 4 4 5
7484 7 5 0 0 0 6 6 4
7488 4 3 0 0 2 0 0 2
7489 0 0 0 0 0 0 0 0
7495 5 0 4 0 6 6 6 4
7498 6 5 0 0 0 5 4 0
7499 5 4 5 0 3 3 5 5
7501 4 0 0 0 6 0 0 0
7502 0 0 3 0 0 4 0 3
7503 4 3 0 0 5 0 0 4
7505 0 0 0 0 0 0 0 0
7506 0 0 0 0 2 4 5 4
7507 6 2 0 0 0 2 5 6
7508 8 0 0 0 6 6 6 6
7510 5 0 0 0 0 0 0 0
7511 8 0 0 3 0 3 6 4
7513 5 4 0 0 0 0 0 0
7515 5 2 0 0 0 0 4 4
7516 0 0 0 0 0 0 0 2
7518 0 0 0 2 4 2 2 0
7524 7 4 0 6 0 5 4 5
7528 6 6 0 2 8 8 6 6
7529 4 0 0 0 0 0 0 0
7530 2 0 2 0 0 2 3 2
7532 6 4 0 4 4 5 4 3
7538 7 6 0 2 6 4 5 5
7542 6 5 0 2 6 5 6 6
7546 0 0 0 0 0 0 0 0
7547 5 3 4 0 6 6 4 5
7549 2 0 0 0 0 0 0 2
7550 6 0 0 0 4 4 0 0
7551 7 6 3 0 6 7 4 3
7558 0 0 0 0 0 0 0 0
7559 4 5 0 0 5 0 0 0
7562 6 0 0 0 2 5 4 2
7565 2 3 0 0 4 4 3 0
7566 0 0 2 2 0 0 0 3
7567 0 2 2 0 0 2 0 0
7569 6 4 0 0 0 6 0 4
7577 6 5 6 0 0 5 5 0
7579 6 3 0 0 0 0 0 0
7580 6 5 0 0 6 0 3 6
7583 6 6 0 0 6 0 4 5
7585 0 0 0 0 2 2 2 4
7586 0 5 0 0 0 4 5 4
7587 0 0 0 0 0 2 4 6
7589 6 6 0 0 0 4 0 0
7595 5 4 0 4 0 0 0 3
7597 0 0 0 0 0 0 0 0
7603 7 5 0 0 0 0 6 4
7608 2 3 0 0 0 5 0 4
7609 0 0 0 0 0 2 0 2
7615 3 0 0 0 0 0 0 2
7616 0 0 0 0 0 0 0 0
7617 2 0 0 0 0 0 6 5
7620 5 5 0 0 4 6 6 5
7621 3 2 0 0 2 3 3 4
7622 7 0 0 0 0 6 3 4
7624 0 0 0 0 4 2 4 5
7625 2 2 0 0 0 2 0 4
7629 0 0 4 0 6 0 4 4
7630 0 0 0 0 0 0 0 0
7632 2 2 0 0 2 0 0 0
7633 0 0 0 0 0 2 0 0
7640 0 5 0 0 0 2 4 4
7642 0 0 0 0 1 2 1 2
7643 2 2 0 0 0 6 6 7
7645 7 5 0 0 4 5 5 6
