county	year	crmrte	prbarr	prbconv	prbpris	avgsen	polpc	density	taxpc	west	central	urban	pctmin80	wcon	wtuc	wtrd	wfir	wser	wmfg	wfed	wsta	wloc	mix	pctymle	d82	d83	d84	d85	d86	d87	lcrmrte	lprbarr	lprbconv	lprbpris	lavgsen	lpolpc	ldensity	ltaxpc	lwcon	lwtuc	lwtrd	lwfir	lwser	lwmfg	lwfed	lwsta	lwloc	lmix	lpctymle	lpctmin
1	81	0.0398848988115788	0.289696007966995	0.402061998844147	0.472222000360489	5.6100001335144	0.0017867999849841	2.30715894699097	25.6976299285889	0	1	0	20.2187004089355	206.48030090332	333.620910644531	182.332992553711	272.449188232422	215.733505249023	229.119995117188	409.369995117188	236.240005493164	231.470001220703	0.0999179035425186	0.087696798145771	0	0	0	0	0	0	-3.22175693511963	-1.23892295360565	-0.911149024963379	-0.750306129455566	1.72455096244812	-6.3273401260376	0.836017072200775	3.24639892578125	5.33020496368408	5.81000518798828	5.20583486557007	5.60745191574097	5.3740439414978	5.43424606323242	6.01461887359619	5.46484804153442	5.44444990158081	-2.30340695381165	-2.43387007713318	3.00660800933838
1	82	0.0383449010550976	0.338111013174057	0.433005005121231	0.506992995738983	5.59000015258789	0.00176659994758666	2.33025407791138	24.8742504119873	0	1	0	20.2187004089355	212.754196166992	369.29638671875	189.541397094727	300.878814697266	231.576705932617	240.330001831055	419.700012207031	253.880004882813	236.789993286133	0.103049099445343	0.0863766968250275	1	0	0	0	0	0	-3.26113390922546	-1.08438098430634	-0.837005972862244	-0.679258108139038	1.72097897529602	-6.33870410919189	0.845977306365967	3.21383309364319	5.36013698577881	5.91160011291504	5.24460697174072	5.70670700073242	5.44491100311279	5.48201322555542	6.03953981399536	5.53686189651489	5.46717405319214	-2.27254891395569	-2.44903802871704	3.00660800933838
1	83	0.0303048007190228	0.330448985099792	0.525703012943268	0.479705005884171	5.80000019073486	0.00183580000884831	2.34180092811584	26.4514408111572	0	1	0	20.2187004089355	219.780197143555	1394.80297851563	196.639495849609	309.969604492188	240.156799316406	269.700012207031	438.850006103516	250.360000610352	248.580001831055	0.0806787014007568	0.0850908979773521	0	1	0	0	0	0	-3.49644899368286	-1.10730302333832	-0.643018782138824	-0.734583914279938	1.75785803794861	-6.30029106140137	0.850920379161835	3.27531099319458	5.39262819290161	7.24050903320313	5.2813720703125	5.73647499084473	5.48129177093506	5.59731006622314	6.08415699005127	5.52290010452271	5.51576519012451	-2.51728105545044	-2.464035987854	3.00660800933838
1	84	0.0347259007394314	0.36252498626709	0.604705989360809	0.520103991031647	6.8899998664856	0.00188590004108846	2.34642004966736	26.8423500061035	0	1	0	20.2187004089355	223.423797607422	398.860412597656	200.562896728516	350.086303710938	252.447692871094	281.739990234375	459.170013427734	261.929992675781	264.380004882813	0.0785034969449043	0.0838332995772362	0	0	1	0	0	0	-3.36027002334595	-1.01466202735901	-0.503012895584106	-0.653726518154144	1.93007099628448	-6.27336120605469	0.852890908718109	3.2899808883667	5.40907001495361	5.98861217498779	5.30112791061401	5.85818004608154	5.53120422363281	5.64098501205444	6.12942123413086	5.56807708740234	5.5773868560791	-2.54461193084717	-2.47892498970032	3.00660800933838
1	85	0.0365730002522469	0.325394988059998	0.578723013401031	0.497058987617493	6.55000019073486	0.00192439998500049	2.36489605903625	28.1403408050537	0	1	0	20.2187004089355	243.756195068359	358.782989501953	206.882705688477	383.070709228516	261.086090087891	298.880004882813	490.429992675781	281.440002441406	288.579986572266	0.0932485982775688	0.0823064967989922	0	0	0	1	0	0	-3.30844497680664	-1.12271499633789	-0.546931326389313	-0.699046611785889	1.87946498394012	-6.25316190719604	0.860733985900879	3.33720397949219	5.496169090271	5.88271808624268	5.33215188980103	5.94821977615356	5.56484985351563	5.70004177093506	6.19528198242188	5.6399188041687	5.66497182846069	-2.37248706817627	-2.49730610847473	3.00660800933838
1	86	0.0347523987293243	0.326061993837357	0.512323975563049	0.439862996339798	6.90000009536743	0.00189519999548793	2.38568091392517	29.7409801483154	0	1	0	20.2187004089355	257.913909912109	369.546508789063	218.516494750977	409.884185791016	269.612915039063	322.649993896484	478.670013427734	286.910003662109	306.700012207031	0.0973227992653847	0.0800805985927582	0	0	0	0	1	0	-3.35950708389282	-1.12066805362701	-0.668798089027405	-0.821291983127594	1.93152105808258	-6.26842021942139	0.869484782218933	3.39252591133118	5.55262613296509	5.91227722167969	5.38686180114746	6.0158748626709	5.59698677062988	5.7765679359436	6.17101097106934	5.65916919708252	5.72587013244629	-2.32972192764282	-2.5247209072113	3.00660800933838
1	87	0.0356036014854908	0.298269987106323	0.527595996856689	0.436170011758804	6.71000003814697	0.00182789994869381	2.42263293266296	30.9936790466309	0	1	0	20.2187004089355	281.425903320313	408.724487304688	221.270095825195	453.172210693359	274.177490234375	334.540008544922	477.579986572266	292.089996337891	311.910003662109	0.0801687985658646	0.0778710022568703	0	0	0	0	0	1	-3.33530902862549	-1.20975601673126	-0.639424383640289	-0.829723179340363	1.90359902381897	-6.3046088218689	0.884854912757874	3.43378305435181	5.63986921310425	6.0130410194397	5.39938402175903	6.11627197265625	5.61377620697021	5.81275701522827	6.16873216629028	5.67706203460693	5.74271488189697	-2.52362108230591	-2.55270195007324	3.00660800933838
3	81	0.0163921006023884	0.202898994088173	0.869047999382019	0.465752989053726	8.44999980926514	0.000593899982050061	0.976833999156952	14.5608797073364	0	1	0	7.91631984710693	188.768295288086	292.642211914063	151.423400878906	202.42919921875	191.374206542969	210.75	381.720001220703	247.380004882813	213.169998168945	0.056122399866581	0.0870046019554138	0	0	0	0	0	0	-4.1109561920166	-1.59504699707031	-0.1403568983078	-0.764099776744843	2.13416600227356	-7.42876577377319	-0.0234386008232832	2.67833805084229	5.24052000045776	5.67894983291626	5.02008008956909	5.31038999557495	5.25423002243042	5.35067319869995	5.94468688964844	5.51092576980591	5.36209011077881	-2.88021898269653	-2.44179391860962	2.06892609596252
3	82	0.0190651006996632	0.162218004465103	0.772152006626129	0.377048999071121	5.71000003814697	0.000704700010828674	0.992277979850769	35.6407318115234	0	1	0	7.91631984710693	186.965805053711	345.721710205078	156.882598876953	225.040893554688	208.819000244141	217.770004272461	386.420013427734	374.070007324219	219.179992675781	0.0473118014633656	0.0864721983671188	1	0	0	0	0	0	-3.95989608764648	-1.81881403923035	-0.258573889732361	-0.975380122661591	1.74221897125244	-7.25778102874756	-0.00775199988856912	3.57348895072937	5.23092603683472	5.84563398361206	5.05549812316895	5.41628217697144	5.34146785736084	5.3834400177002	5.95692491531372	5.92444276809692	5.38989305496216	-3.05099511146545	-2.44793295860291	2.06892609596252
3	83	0.015149200335145	0.181585997343063	1.02816998958588	0.438356012105942	8.6899995803833	0.000658700009807944	1.00386095046997	19.2618808746338	0	1	0	7.91631984710693	193.598297119141	604.911499023438	157.129501342773	248.139007568359	219.084701538086	236.639999389648	382.649993896484	268.899993896484	223.059997558594	0.0596206001937389	0.0859426036477089	0	1	0	0	0	0	-4.18980693817139	-1.70602595806122	0.0277804993093014	-0.824723899364471	2.16217303276062	-7.32530307769775	0.00385349988937378	2.95812797546387	5.26578617095947	6.40508222579956	5.05706977844238	5.51398897171021	5.38945913314819	5.46653985977173	5.94712114334106	5.59433889389038	5.40744113922119	-2.81975388526917	-2.45407605171204	2.06892609596252
